Carcinoma,Neoplasms,squamous cell Neoplasm,Liver Cirrhosis Alcoholic,Autistic Disorder,Obesity,Peripheral Neuropathy,IGA Glomerulonephritis,Stomach Neoplasms,Prostatic Neoplasms,Lymphoma,Adenoid cystic,Diabates mellitue,Rheumatoid Arthritis,Ovarian Diseases,Schizophrenia,Heart valve disease,Salivary Gland neoplasam,Brain neoplasms,Kidney Failure,prognosis
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p23347
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2345
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p23463
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p23471
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p23484
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2353
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p23531
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2359
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2363
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p23683
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p127
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1271693
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1253
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1266
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p241
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p24137
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2526
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p253943
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2553
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2585
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2589
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p25939
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3659
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3814
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p387
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p28
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p25994
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2631
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p26191
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4139
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1136
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1138
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4291
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p26235
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2632
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p27299
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2799
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1143
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p116285
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1291
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1326
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p28966
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2915
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2928
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p29127
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p29887
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2992
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p29929
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p29957
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p31
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p315
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4487
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4588
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p4595
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4599
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4695
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4719
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p1591
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1776
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1788
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p313
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p3161
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p359
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p371
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p374
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p375
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p378
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4723
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4869
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p536
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p58
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5813
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5135
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p218
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p274
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,p338
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5142
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3394
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p51292
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p341
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5151
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3459
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p51594
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3587
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p51728
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2254
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p25365
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p2627
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3684
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3687
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3689
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p372
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3796
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3838
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p393
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3936
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5325
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p53635
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p54474
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p548
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5518
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5524
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3988
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p476
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p47977
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4121
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4144
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4154
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p555
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5562
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5564
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p55739
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4144
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4154
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3p45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4332
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p4542
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p56287
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p56915
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5761
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p5792
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5793
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p4591
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,p4644
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p4688
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p4811
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p49
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5886
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5918
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5934
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p4973
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p3726
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p417
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4354
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p4593
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p51133
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p51167
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5123
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5129
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p51311
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p51313
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p51338
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p51368
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p51379
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p51435
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5997
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p695
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6137
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6138
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6141
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p629
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6227
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6231
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6257
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p475
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p48
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p52
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p51444
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p515
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p51571
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p51582
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p51714
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p51719
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p51727
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p51762
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5189
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p5229
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p627
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6628
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p64963
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p65
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p656
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p541471
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5519
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p55259
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p569
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p525
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p526
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p5284
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p5341
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p5352
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5417
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p54149
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5447
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p67
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6926
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p7
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p722
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p756
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p778
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p574
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5757
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p691
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p773
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p79187
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p54478
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p54491
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p54716
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p54877
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p54928
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p54969
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p551
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,p554
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p55156
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p55159
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p55165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p634
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6362
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6439
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6441
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6599
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p55197
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,p55215
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,p55247
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p55273
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p55289
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p55355
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p55379
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p55435
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p555
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p5552
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p79852
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8324
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8328
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8148
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8189
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p819
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p83998
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p711
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8611
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5568
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p55619
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p55699
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5576
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5574
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p55754
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p55839
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p55872
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p55916
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p843
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,p8452
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p84364
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p84527
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p84634
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p84654
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8479
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p853
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p736
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p758
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p7993
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p84864
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p5627
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p566
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,p5663
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p56833
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p56938
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p5696
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p56992
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5718
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5713
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5745
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8744
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p882
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p8857
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9338
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9136
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9212
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9277
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p946
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9547
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p5788
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p5791
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p586
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p5854
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p586
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p5873
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p5917
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9725
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p9788
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p985
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p5965
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p5999
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6343
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p639
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6498
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p633
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p63933
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p156658
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1236
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1318
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1542
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p1599
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p166
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p642
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p6492
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p64116
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p64127
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,p64151
